Gender,Age,Height(cm),Weight(kg),Body_Fat(%),Fitness_Level,Weekly_Training,Training_Type,Supplement,Supplement_Type,Usage_Period(weeks),Usage_Frequency(times/week),Diet_Type,Weight_Change(kg),Body_Fat_Change(%),Performance_Improvement(%),Satisfaction(1-10)
Male,Over_35,170-180,72,28,Advanced,Less_than_3,Strength_Training,Whey_Protein,Isolate,5,1,Vegan,3.8,-1.8,5.9,10
Male,25-35,150-160,64,21,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,5,2,Regular,0.4,-0.4,4.1,8
Male,Under_25,170-180,78,14,Intermediate,More_than_5,Flexibility,BCAA,Whey_Based,3,5,Regular,0.3,-0.3,3.5,7.6
Male,Over_35,180-190,85,20,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,6,1,High_Protein,8.3,0,14.2,10
Female,25-35,160-170,59,20,Intermediate,3-5_times,Flexibility,Whey_Protein,Hydrolyzed,6,1,High_Protein,1.7,-0.5,2.4,8.6
Female,Over_35,170-180,75,30,Advanced,3-5_times,HIIT,Pre_Workout,Regular,4,1,Regular,-0.2,-0.1,13.9,10
Male,Under_25,170-180,60,18,Intermediate,Less_than_3,HIIT,BCAA,Whey_Based,8,1,Regular,0.1,-0.5,4.3,9.5
Male,25-35,170-180,80,23,Beginner,More_than_5,Endurance,BCAA,Whey_Based,3,1,Regular,-0.3,-0.5,4.3,8.9
Male,25-35,180-190,88,18,Beginner,More_than_5,HIIT,Energy_Drink,Sugar,5,5,High_Protein,-0.5,-0.3,5.3,9.6
Male,25-35,170-180,80,24,Intermediate,3-5_times,Endurance,Whey_Protein,Isolate,5,4,Regular,2,-0.9,5.3,10
Male,Under_25,180-190,89,17,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,3,2,High_Protein,0.6,-0.2,4.6,7.8
Male,Under_25,170-180,81,23,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar,3,4,Regular,-0.1,0.2,6.5,9.6
Male,25-35,160-170,65,23,Intermediate,3-5_times,HIIT,Pre_Workout,Regular,8,6,Low_Carb,-0.3,-0.2,12.3,10
Male,Under_25,170-180,60,12,Beginner,More_than_5,Strength_Training,Pre_Workout,Regular,7,2,Regular,0.4,0,11.7,10
Male,25-35,170-180,60,22,Beginner,More_than_5,HIIT,Creatine,Monohydrate,7,6,High_Protein,2.2,-0.3,8.9,10
Male,25-35,170-180,71,19,Beginner,Less_than_3,Endurance,BCAA,Whey_Based,4,3,High_Protein,-0.2,-0.5,3.2,7.8
Female,25-35,180-190,80,22,Beginner,More_than_5,Endurance,Whey_Protein,Concentrate,3,6,Low_Carb,1,-0.5,4.3,10
Male,Under_25,170-180,70,23,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,3,5,High_Protein,6.7,0.2,13.3,10
Male,Under_25,160-170,69,12,Intermediate,3-5_times,HIIT,L_Carnitine,Capsule,5,7,Regular,-0.5,-4.6,7.9,10
Male,Under_25,170-180,72,13,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,3,2,Regular,4.8,0.1,6.2,10
Female,Under_25,Above_190,88,23,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,3,1,Regular,5.9,0,11.6,10
Female,25-35,160-170,67,31,Beginner,More_than_5,Strength_Training,Fish_Oil,Algae_DHA,5,2,Regular,0,-0.9,1.2,6.5
Male,Under_25,180-190,77,14,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,5,1,Regular,1,-1.5,4,9
Female,Under_25,170-180,73,24,Intermediate,Less_than_3,HIIT,BCAA,Whey_Based,8,4,Regular,-0.4,-0.6,4.6,7.9
Male,Under_25,170-180,69,16,Intermediate,3-5_times,Endurance,Fish_Oil,Deep_Sea,6,3,Regular,-0.5,-2.2,3,10
Male,Under_25,180-190,78,16,Advanced,Less_than_3,Flexibility,BCAA,Vegan,4,7,Regular,0,-0.2,1.6,8.2
Male,25-35,180-190,77,15,Beginner,More_than_5,Strength_Training,Energy_Drink,Sugar_Free,3,4,Regular,0.2,0.1,5.1,7.7
Male,Under_25,170-180,64,19,Intermediate,More_than_5,HIIT,Creatine,Monohydrate,4,4,Low_Carb,3.4,-0.3,11,10
Male,Over_35,180-190,73,18,Beginner,3-5_times,Endurance,Multivitamin,Standard,7,5,Low_Carb,-0.1,0,2.9,6
Male,Under_25,150-160,53,16,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,5,6,Regular,3.3,-1.6,5.3,10
Female,25-35,170-180,71,27,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,7,3,Low_Carb,4.4,-1.5,6.7,10
Female,Under_25,160-170,74,20,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,8,2,High_Protein,5.6,-0.8,7.2,10
Male,25-35,180-190,83,17,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,4,2,Regular,0.6,-0.2,4.1,7.8
Male,25-35,170-180,68,18,Intermediate,Less_than_3,Strength_Training,Multivitamin,Standard,5,7,High_Protein,0,0,1.8,5.6
Male,25-35,180-190,80,23,Beginner,3-5_times,Flexibility,Pre_Workout,Regular,5,1,Regular,0.6,-0.3,3.3,9.3
Male,Under_25,180-190,77,16,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,4,Low_Carb,3.7,-0.9,4.4,10
Male,25-35,170-180,63,23,Beginner,Less_than_3,Flexibility,Whey_Protein,Concentrate,7,5,Regular,1,-0.2,1.6,7.9
Female,Over_35,Above_190,102,24,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,6,Low_Carb,4,-0.7,7.4,10
Male,25-35,170-180,67,15,Intermediate,Less_than_3,Flexibility,Creatine,Monohydrate,8,1,High_Protein,1.6,-0.1,4,9.5
Male,Under_25,180-190,72,22,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,3,1,Regular,0.7,-0.1,4.1,8.7
Female,Under_25,150-160,52,20,Advanced,3-5_times,Endurance,Whey_Protein,Concentrate,3,3,High_Protein,2.2,-1.5,6.4,10
Male,25-35,170-180,81,27,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,3,6,Regular,7.5,-0.1,17.9,10
Male,Under_25,Above_190,107,21,Intermediate,3-5_times,Strength_Training,Multivitamin,Standard,4,2,High_Protein,0.4,0.1,2.6,7.3
Male,Over_35,150-160,62,29,Intermediate,More_than_5,Strength_Training,Multivitamin,Sport_Enhanced,5,3,Low_Carb,0.3,-0.1,3.2,6.8
Female,Over_35,170-180,80,31,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,4,7,Regular,2.9,-1.4,4.9,10
Male,25-35,160-170,56,26,Beginner,3-5_times,Flexibility,BCAA,Vegan,7,3,Low_Carb,0.3,-0.2,0.9,8.2
Male,Under_25,170-180,63,12,Intermediate,More_than_5,Endurance,BCAA,Vegan,6,5,Vegan,-0.1,-0.8,7.7,10
Male,Under_25,180-190,84,12,Intermediate,Less_than_3,Strength_Training,L_Carnitine,Liquid,7,5,High_Protein,0.1,-1.4,2.7,9
Male,25-35,160-170,66,25,Advanced,3-5_times,Endurance,Whey_Protein,Concentrate,4,2,Regular,1.6,-1.2,8.7,10
Male,Under_25,170-180,63,16,Advanced,3-5_times,Strength_Training,Pre_Workout,Regular,8,5,Vegan,0.2,0,16.6,10
Male,25-35,170-180,82,17,Intermediate,3-5_times,HIIT,Creatine,HCL,7,6,Regular,2.6,-0.3,10.5,10
Male,25-35,170-180,71,25,Beginner,More_than_5,Endurance,Creatine,Monohydrate,8,2,Regular,1.2,-0.1,6.2,10
Male,25-35,150-160,49,26,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,6,6,High_Protein,0.5,-0.6,1.6,9
Male,25-35,170-180,81,22,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,4,4,High_Protein,-0.6,-0.3,5.4,9.6
Male,Under_25,170-180,74,23,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,7,6,Vegan,3.6,0,9.2,10
Male,Under_25,180-190,71,16,Intermediate,3-5_times,Flexibility,Creatine,Monohydrate,5,6,Regular,3.3,-0.1,4.6,9.2
Male,Under_25,180-190,86,18,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,8,1,High_Protein,4.1,-0.1,10.9,10
Male,25-35,160-170,55,17,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,7,1,Regular,0.6,-0.1,3.1,9.1
Male,Under_25,170-180,71,15,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,7,3,Regular,2.9,-0.1,6.9,10
Male,Under_25,170-180,67,15,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,3,6,Regular,0.7,-0.3,4.9,8.5
Female,Over_35,170-180,72,28,Intermediate,Less_than_3,Endurance,Pre_Workout,Regular,4,3,High_Protein,-0.3,0,5.2,9.7
Female,Under_25,160-170,64,25,Beginner,3-5_times,HIIT,Creatine,Monohydrate,6,4,Regular,1.5,-0.3,7,10
Male,25-35,170-180,79,26,Advanced,3-5_times,Endurance,Creatine,HCL,7,1,Regular,1.7,-0.3,10.9,10
Male,Under_25,170-180,72,16,Beginner,3-5_times,HIIT,Energy_Drink,Sugar_Free,5,6,Regular,-0.8,-0.3,3.9,8.5
Male,Under_25,180-190,82,17,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,7,1,High_Protein,3,-1.1,3.9,10
Male,25-35,170-180,62,20,Advanced,More_than_5,Strength_Training,Creatine,Monohydrate,8,6,High_Protein,11.6,0.1,21.9,10
Male,25-35,170-180,83,25,Intermediate,Less_than_3,Flexibility,Multivitamin,Standard,3,2,Low_Carb,0.2,0.1,1.3,6.5
Female,25-35,180-190,84,25,Beginner,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,7,6,Low_Carb,0.1,-0.6,1,7.7
Male,Under_25,150-160,59,17,Advanced,3-5_times,Strength_Training,Whey_Protein,Isolate,7,7,Regular,7,-2.7,6.2,10
Female,Under_25,170-180,79,28,Advanced,More_than_5,Strength_Training,Whey_Protein,Concentrate,8,7,Regular,7.2,-2.2,10.5,10
Male,Under_25,160-170,52,21,Intermediate,3-5_times,Flexibility,Whey_Protein,Concentrate,5,1,High_Protein,2.6,-0.8,3.7,8.9
Male,Over_35,180-190,78,23,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,5,6,Low_Carb,3.8,0,8,10
Male,Under_25,180-190,77,17,Advanced,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,3,7,Regular,0.4,-1.5,0.7,6.7
Female,25-35,170-180,64,21,Beginner,Less_than_3,Endurance,Energy_Drink,Sugar_Free,7,6,Low_Carb,-0.3,-0.3,1,6.7
Male,Over_35,150-160,60,18,Intermediate,More_than_5,HIIT,Pre_Workout,Regular,8,2,Regular,-0.4,-0.1,19.4,10
Female,25-35,160-170,66,25,Beginner,More_than_5,HIIT,Energy_Drink,Sugar,3,4,Regular,-0.5,-0.2,5,7.8
Male,Under_25,180-190,82,16,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,8,3,Low_Carb,0.3,-0.9,4.6,10
Male,25-35,180-190,80,16,Beginner,More_than_5,Strength_Training,Whey_Protein,Concentrate,4,4,High_Protein,5.4,-1.1,6.3,10
Male,Over_35,Above_190,81,24,Advanced,3-5_times,Strength_Training,BCAA,Whey_Based,6,5,High_Protein,0.5,-0.2,9.2,10
Female,Under_25,180-190,74,19,Intermediate,Less_than_3,Endurance,Creatine,HCL,5,6,Regular,1.6,-0.2,7.2,10
Female,25-35,150-160,45,25,Beginner,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,5,High_Protein,2.4,-0.7,3.8,10
Male,Under_25,180-190,92,13,Advanced,3-5_times,Strength_Training,L_Carnitine,Capsule,3,7,Low_Carb,0.4,-2.1,4.9,10
Male,25-35,Above_190,93,24,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,8,4,High_Protein,5,-0.1,10.2,10
Male,25-35,160-170,59,26,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,4,5,Regular,1.8,-1.9,6,10
Male,Under_25,170-180,73,16,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,3,3,Regular,6.3,-2.5,9,10
Male,Over_35,160-170,73,27,Beginner,More_than_5,HIIT,Multivitamin,Standard,4,3,Regular,-0.2,-0.3,3.1,7.7
Male,Over_35,150-160,58,26,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,5,3,Regular,0.8,-0.8,4.4,10
Male,Over_35,160-170,56,26,Beginner,3-5_times,Endurance,Creatine,Monohydrate,5,5,High_Protein,1.9,-0.2,6.4,9.9
Male,Under_25,Above_190,91,19,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,4,7,Regular,0.7,-0.3,4.7,7.8
Male,25-35,160-170,50,21,Beginner,3-5_times,HIIT,Creatine,Monohydrate,4,2,Regular,1.4,-0.3,6.8,9.9
Male,25-35,170-180,70,18,Intermediate,Less_than_3,Endurance,Whey_Protein,Concentrate,7,1,Regular,1,-0.9,3.7,9.7
Male,Under_25,170-180,63,24,Beginner,More_than_5,Strength_Training,Whey_Protein,Concentrate,4,1,Regular,4.3,-1.3,5.2,10
Male,Under_25,170-180,73,21,Advanced,Less_than_3,Endurance,BCAA,Whey_Based,7,7,Regular,-0.2,-0.6,4.8,8.9
Male,Under_25,180-190,73,22,Advanced,3-5_times,HIIT,Pre_Workout,Regular,8,4,Regular,-0.2,-0.2,14,10
Male,25-35,170-180,73,15,Advanced,3-5_times,HIIT,Creatine,Monohydrate,6,3,Low_Carb,1.7,-0.1,14.3,10
Male,25-35,150-160,60,26,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,3,1,Regular,6.5,0.1,14.5,10
Male,Under_25,180-190,71,18,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,5,7,High_Protein,1.9,-0.2,9.2,10
Male,Under_25,160-170,51,19,Intermediate,More_than_5,Endurance,Creatine,HCL,4,3,High_Protein,1.9,-0.3,12.4,10
Male,Over_35,180-190,74,20,Beginner,More_than_5,Strength_Training,Energy_Drink,Sugar_Free,8,1,Regular,0.1,0,4.7,8.4
Male,25-35,170-180,63,26,Beginner,3-5_times,Endurance,Energy_Drink,Sugar_Free,3,4,Regular,-0.4,-0.3,1.6,8.2
Male,25-35,Above_190,86,26,Intermediate,Less_than_3,Strength_Training,BCAA,Vegan,3,5,Regular,0.4,-0.4,3.4,7.9
Male,25-35,180-190,73,22,Advanced,3-5_times,Flexibility,Whey_Protein,Concentrate,7,2,Vegan,2.5,-0.5,2.6,8.3
Male,Under_25,160-170,64,14,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,7,4,High_Protein,1.8,-0.1,10.4,10
Male,25-35,170-180,82,22,Beginner,3-5_times,HIIT,BCAA,Whey_Based,6,1,Regular,-0.5,-0.5,3.6,8.7
Male,Under_25,150-160,47,21,Advanced,3-5_times,Strength_Training,BCAA,Whey_Based,6,6,High_Protein,1.2,-0.2,8.7,10
Male,Over_35,170-180,63,21,Intermediate,More_than_5,Endurance,Multivitamin,Standard,5,2,Low_Carb,-0.6,-0.2,6.5,8.7
Male,Under_25,180-190,86,16,Beginner,Less_than_3,Endurance,Creatine,Monohydrate,4,4,High_Protein,0.6,-0.2,4.9,10
Male,25-35,150-160,59,25,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,3,3,Regular,0.1,0.2,3.4,8.2
Female,Over_35,180-190,75,33,Beginner,More_than_5,Endurance,Whey_Protein,Concentrate,4,1,Regular,2.1,-0.8,5.2,10
Male,Over_35,160-170,72,26,Beginner,3-5_times,HIIT,BCAA,Whey_Based,5,7,Regular,-0.7,-0.6,3.9,7.9
Male,25-35,150-160,50,22,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar,4,2,Low_Carb,0.4,0.1,4.2,9.1
Female,25-35,160-170,56,29,Intermediate,3-5_times,HIIT,Whey_Protein,Isolate,8,3,Low_Carb,1.5,-1.6,5.1,10
Male,Under_25,170-180,65,22,Beginner,Less_than_3,Strength_Training,Pre_Workout,Caffeine_Free,3,1,Vegan,0.2,-0.1,5.3,9.3
Male,25-35,180-190,82,25,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,5,2,High_Protein,4.7,-1,5.8,10
Male,25-35,170-180,76,17,Intermediate,More_than_5,Strength_Training,Energy_Drink,Sugar_Free,6,5,Regular,0.4,0,7.5,8.8
Female,Under_25,170-180,80,24,Intermediate,More_than_5,Endurance,BCAA,Vegan,8,2,Vegan,-0.5,-0.4,7.8,9.9
Male,Under_25,150-160,53,22,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,6,5,High_Protein,4.5,0,9,10
Female,25-35,170-180,83,27,Beginner,More_than_5,Flexibility,Creatine,Monohydrate,4,5,High_Protein,3,0.1,5,9.4
Male,Under_25,170-180,67,17,Intermediate,3-5_times,Flexibility,Creatine,Monohydrate,8,7,Regular,3,0,4.4,10
Male,Under_25,180-190,90,17,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,7,6,Low_Carb,5.7,-1.9,8.3,10
Male,25-35,170-180,62,16,Intermediate,3-5_times,Endurance,Multivitamin,Sport_Enhanced,5,6,High_Protein,-0.6,-0.2,3.3,6.7
Male,25-35,180-190,82,26,Beginner,More_than_5,Strength_Training,Pre_Workout,Regular,3,7,High_Protein,0.4,0.1,11.5,10
Male,Under_25,170-180,64,20,Beginner,3-5_times,HIIT,BCAA,Whey_Based,8,2,Regular,-0.2,-0.4,4.3,7.7
Male,25-35,170-180,75,22,Intermediate,3-5_times,HIIT,L_Carnitine,Capsule,7,5,Regular,-0.4,-3.7,8.9,10
Male,Under_25,170-180,72,15,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,3,7,Regular,3.6,0,5.9,10
Male,Under_25,170-180,77,24,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,7,1,Regular,2,-0.5,9.3,10
Male,Under_25,180-190,81,18,Advanced,More_than_5,Strength_Training,Fish_Oil,Deep_Sea,6,1,Regular,0.4,-2,2.1,7.7
Male,Over_35,160-170,64,23,Beginner,Less_than_3,Endurance,Creatine,HCL,3,5,Regular,0.7,-0.1,4,9
Female,Under_25,160-170,65,21,Intermediate,More_than_5,HIIT,Creatine,Monohydrate,7,7,Regular,3.9,-0.2,12,10
Male,25-35,180-190,87,27,Beginner,More_than_5,Strength_Training,Multivitamin,Standard,3,5,High_Protein,0.1,0,3.8,6.4
Male,Under_25,150-160,63,15,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,8,2,High_Protein,7.4,0,13.1,10
Male,25-35,170-180,83,23,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,3,3,Low_Carb,0.4,-0.2,5.5,8.9
Male,Under_25,180-190,86,13,Intermediate,3-5_times,Endurance,Multivitamin,Standard,4,3,Regular,-0.5,-0.4,4.9,7.8
Female,25-35,180-190,82,31,Intermediate,Less_than_3,HIIT,Whey_Protein,Isolate,4,2,Vegan,1,-1.3,3,9.1
Male,25-35,170-180,73,18,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,3,6,Regular,2.3,-1.4,5.2,9.2
Female,Under_25,160-170,50,23,Beginner,Less_than_3,Flexibility,Whey_Protein,Isolate,5,4,Low_Carb,1.1,-0.4,1.3,7.9
Female,Under_25,Above_190,94,24,Advanced,3-5_times,HIIT,Creatine,Monohydrate,4,4,High_Protein,4.1,0,13.8,10
Male,Under_25,Above_190,88,15,Intermediate,More_than_5,HIIT,Creatine,Monohydrate,3,4,High_Protein,3.7,-0.2,13.2,10
Female,25-35,180-190,94,26,Intermediate,More_than_5,Strength_Training,Whey_Protein,Isolate,8,4,Regular,6,-2.8,8.6,10
Male,Under_25,180-190,70,17,Beginner,3-5_times,Endurance,BCAA,Whey_Based,6,5,High_Protein,0.2,-0.2,3.9,9
Male,Over_35,170-180,77,21,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,8,7,Regular,0,-0.1,2.3,6.1
Male,25-35,170-180,70,20,Intermediate,3-5_times,HIIT,Multivitamin,Standard,4,6,Vegan,-0.7,-0.3,4.3,7.1
Male,Over_35,170-180,79,26,Beginner,3-5_times,Endurance,Whey_Protein,Isolate,6,6,Regular,1,-0.9,3.7,9.2
Male,Under_25,160-170,64,15,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,7,5,Low_Carb,2.2,-0.1,7.7,10
Male,Over_35,160-170,73,21,Beginner,More_than_5,Strength_Training,BCAA,Vegan,6,6,High_Protein,0.9,-0.3,4.9,8.2
Female,25-35,160-170,56,22,Intermediate,More_than_5,Strength_Training,Whey_Protein,Concentrate,3,2,Regular,5.3,-1.9,9.7,10
Male,Under_25,160-170,53,21,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,4,3,Regular,0.5,-0.3,3.3,8.8
Male,Under_25,170-180,66,13,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,4,4,High_Protein,0.1,0,5,7.9
Female,Over_35,180-190,77,32,Intermediate,More_than_5,Strength_Training,Whey_Protein,Isolate,8,7,High_Protein,6.6,-2.3,9.9,10
Female,25-35,150-160,50,24,Beginner,More_than_5,Endurance,BCAA,Vegan,3,1,Regular,-0.4,-0.5,3,7.9
Male,25-35,180-190,71,25,Beginner,3-5_times,HIIT,Whey_Protein,Isolate,8,6,Regular,0.9,-1,4.2,9.2
Female,Over_35,170-180,61,28,Beginner,3-5_times,Endurance,Whey_Protein,Hydrolyzed,5,5,Regular,0.8,-0.6,4,8.8
Female,Under_25,160-170,68,21,Beginner,3-5_times,Flexibility,Pre_Workout,Regular,8,2,Regular,0.5,0,4,9.5
Female,25-35,170-180,68,28,Intermediate,3-5_times,HIIT,Whey_Protein,Concentrate,7,6,High_Protein,2.3,-1.6,6.8,10
Male,Over_35,180-190,75,24,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,4,1,Low_Carb,0.7,-0.4,6.5,9.4
Male,25-35,Above_190,99,16,Intermediate,More_than_5,HIIT,Whey_Protein,Concentrate,6,5,Regular,2.2,-2.6,8,10
Male,25-35,170-180,70,21,Intermediate,3-5_times,HIIT,L_Carnitine,Capsule,4,2,High_Protein,0,-4.4,9,10
Male,Under_25,160-170,66,21,Intermediate,3-5_times,HIIT,Energy_Drink,Sugar,5,2,Regular,-0.2,-0.2,5.8,8.5
Female,Under_25,180-190,73,23,Intermediate,3-5_times,HIIT,BCAA,Whey_Based,7,4,Regular,-0.1,-0.6,6.8,9.4
Male,25-35,170-180,63,19,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,6,4,Regular,2.2,-0.2,5.7,10
Female,25-35,150-160,60,31,Beginner,3-5_times,Flexibility,Whey_Protein,Concentrate,8,4,High_Protein,1.6,-0.5,1.5,9.4
Female,Under_25,170-180,83,20,Intermediate,Less_than_3,Strength_Training,Creatine,HCL,5,6,Regular,3.2,0,7.8,10
Male,Under_25,170-180,76,17,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,5,High_Protein,5.7,-1.2,7.6,10
Male,Over_35,150-160,45,18,Intermediate,More_than_5,HIIT,Creatine,Monohydrate,4,2,Low_Carb,2.3,-0.1,12.9,10
Female,Under_25,160-170,74,25,Beginner,3-5_times,HIIT,Fish_Oil,Deep_Sea,4,3,Low_Carb,-0.1,-0.9,2.7,8.1
Male,Under_25,170-180,60,16,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,3,6,High_Protein,4.2,-0.8,5,10
Male,Over_35,180-190,77,25,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,5,2,Regular,0.3,0.1,6.3,9.4
Male,Under_25,170-180,76,14,Beginner,3-5_times,HIIT,BCAA,Vegan,7,1,High_Protein,-0.1,-0.4,5.1,9.2
Male,Under_25,170-180,78,20,Advanced,More_than_5,Strength_Training,Creatine,Monohydrate,3,1,Regular,10.2,0.1,22.5,10
Male,25-35,Above_190,90,17,Beginner,Less_than_3,Strength_Training,Fish_Oil,Deep_Sea,4,3,Regular,0,-0.5,0.6,7.9
Male,Over_35,160-170,52,24,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,7,4,Regular,2.5,-0.2,8.2,10
Male,Under_25,180-190,84,23,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,8,1,Regular,0.1,-0.4,2.7,8.6
Male,Over_35,160-170,59,24,Intermediate,More_than_5,Flexibility,Creatine,Monohydrate,6,6,Regular,3.3,0,5.3,10
Male,Over_35,160-170,71,26,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,5,2,Low_Carb,4,0.1,9.1,10
Male,25-35,180-190,72,15,Beginner,3-5_times,Endurance,Multivitamin,Standard,8,3,Regular,-0.7,-0.2,2.6,7.4
Male,Over_35,180-190,83,25,Beginner,Less_than_3,HIIT,Whey_Protein,Concentrate,6,2,High_Protein,0.7,-1.1,3.2,9.2
Male,Under_25,Above_190,108,20,Advanced,More_than_5,HIIT,Creatine,Monohydrate,5,7,Regular,2.6,-0.4,18.2,10
Female,Under_25,170-180,64,27,Intermediate,More_than_5,Endurance,Creatine,HCL,3,5,Vegan,3.9,-0.3,11.5,10
Male,Under_25,160-170,54,16,Beginner,3-5_times,HIIT,Creatine,Monohydrate,3,1,High_Protein,2.3,-0.3,8.4,10
Female,25-35,180-190,83,27,Intermediate,3-5_times,Strength_Training,BCAA,Vegan,8,2,High_Protein,1.2,-0.3,6.8,9.7
Female,Over_35,180-190,93,29,Intermediate,3-5_times,HIIT,Whey_Protein,Concentrate,6,4,High_Protein,2.1,-1.5,7.7,10
Female,25-35,160-170,52,26,Intermediate,3-5_times,HIIT,BCAA,Vegan,4,4,High_Protein,0.1,-0.5,6.6,9.9
Male,Under_25,170-180,75,23,Advanced,3-5_times,HIIT,BCAA,Vegan,3,5,Regular,-0.6,-0.8,7,10
Male,Under_25,180-190,80,21,Advanced,3-5_times,HIIT,BCAA,Whey_Based,8,1,Regular,-0.3,-0.9,8.5,10
Male,25-35,160-170,55,21,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,6,7,Regular,3.8,-1.5,6.1,10
Female,25-35,160-170,60,26,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,8,6,Regular,3.2,-1.2,5.5,10
Male,Under_25,170-180,75,18,Intermediate,Less_than_3,Flexibility,Whey_Protein,Concentrate,4,6,Low_Carb,0.8,-0.3,2,8.6
Male,25-35,160-170,63,27,Intermediate,Less_than_3,Endurance,Multivitamin,Standard,3,2,High_Protein,-0.3,-0.4,2.8,7.5
Female,Under_25,170-180,61,25,Beginner,3-5_times,Strength_Training,Multivitamin,Sport_Enhanced,3,3,Regular,0.3,0,2.2,5.9
Female,25-35,170-180,70,31,Beginner,3-5_times,Flexibility,Whey_Protein,Concentrate,4,4,High_Protein,1.8,-0.5,2,8.6
Female,Under_25,150-160,50,29,Intermediate,3-5_times,Strength_Training,Whey_Protein,Hydrolyzed,6,2,Regular,3.5,-2,6.6,10
Female,Under_25,170-180,78,20,Intermediate,3-5_times,HIIT,Fish_Oil,Algae_DHA,6,4,Low_Carb,-0.4,-1.1,3.9,9.1
Male,Under_25,170-180,61,20,Beginner,More_than_5,Strength_Training,Energy_Drink,Sugar,4,4,Regular,-0.1,0,4.6,9.2
Female,Under_25,170-180,60,19,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,6,3,Regular,0.7,-0.4,5.5,10
Male,25-35,160-170,66,20,Intermediate,Less_than_3,Endurance,Energy_Drink,Sugar_Free,6,5,Regular,-0.2,-0.2,1.2,6.7
Male,25-35,160-170,73,18,Advanced,3-5_times,Endurance,Whey_Protein,Concentrate,5,1,Regular,2.7,-1.1,7.8,10
Male,25-35,180-190,74,15,Beginner,3-5_times,HIIT,Pre_Workout,Regular,6,5,Regular,-0.1,-0.2,9.7,10
